order_id,product_id,product_name,category,supplier_name,quantity,unit_price,total_amount,currency,order_date,delivery_date,country,address,order_status,payment_method,warehouse_code,lead_time_days,discount_pct,customer_email,customer_rating
ORD-000485,PRD-0000,Safety Gloves L,Industrial,Pacific Trade SAS,48.0,1887.46,90598.08,Dollars,2023-09-18,2023-11-12,Colombia,Cali,Pending,Bank Transfer,WH-SCL-05,17.0,37.6,luis.p@outlook.com,2.4
ORD-000486,PRD-0047,Solar Panel 250W,Personal Care,Unknown,296.0,1400.81,414639.76,MXN,2023-12-07,,Mexico,Monterrey,Pending,Credit Card,WH-CAL-03,36.0,20.4,john.d@outlook.com,4.7
ORD-000487,PRD-0040,LED Strip 5m,Industrial,Pacific Trade SAS,259.0,60.51,,BRL,2022-04-16,2022-05-15,Colombia,Bogotá,Cancelled,PayPal,WH-LIM-04,23.0,20.2,ana.m@company.co,3.7
ORD-000488,PRD-0024,Bluetooth Speaker,Food & Beverage,Pacific Trade SA S,401.0,2371.24,950867.24,COP,2023-06-26,2023-07-24,Chile,Valparaíso,Delivered,Cash,WH-MED-02,32.0,15.1,carlos.r@company.co,3.3
ORD-000489,PRD-0036,Laptop Pro 15,Apparel,Fast Ship Colombia,259.0,946.54,,COP,2022-01-04,2022-02-06,Peru,Cusco,In Transit,PayPal,WH-LIM-04,19.0,16.1,sofia.v@yahoo.com,1.6
ORD-000490,PRD-0027,Office Chair Ergonomic,Industrial,Andean Freight Co.,89.0,2358.29,209887.81,USD,2024-11-09,2025-01-07,Peru,Arequipa,Returned,Cash,WH-SCL-05,23.0,18.4,carlos.r@yahoo.com,2.1
ORD-000491,PRD-0031,Running Shoes M,Food & Beverage,Global Cargo Ltda,319.0,121.05,38614.95,BRL,2024-02-03,2024-02-13,Brasil,Rio de Janeiro,Pending,PayPal,WH-MED-02,9.0,1.3,carlos.r@gmail.com,3.9
ORD-000492,PRD-0020,Bluetooth Speaker,Electronics,Andean Freight co.,42.0,1258.44,52854.48,MXN,2024-04-02,2024-04-22,Peru,Cusco,Returned,Credit Card,WH-SCL-05,25.0,24.6,john.d@company.co,3.1
ORD-000493,PRD-0011,Mechanical Keyboard,Personal Care,Global Cargo Ltda,320.0,637.18,203897.6,USD,2024-12-25,2025-01-26,Mexico,Monterrey,Returned,Cash,WH-MED-02,-5.0,0.7,maria.g@yahoo.com,2.4
ORD-000494,PRD-0044,Mechanical Keyboard,Industrial,Logistics Pro S.A.,5.0,2252.25,11261.25,USD,2023-12-17,2024-01-20,Mexico,Guadalajara,Returned,Credit Card,WH-BOG-01,36.0,32.3,carlos.r@company.co,3.2
ORD-000495,PRD-0015,Coffee Maker 12cup,Electronics,Pacific Trade SAS,361.0,396.68,143201.48,BRL,2023-05-11,,Colombia,Cali,In Transit,Credit Card,WH-MED-02,42.0,2.2,maria.g@gmail.com,3.1
ORD-000496,PRD-0004,Bluetooth Speaker,Personal Care,Global Cargo Ltda,410.0,1958.8,803108.0,USD,2022-10-17,2022-12-14,Brasil,Rio de Janeiro,Returned,Credit Card,WH-206,42.0,0.7,sofia.v@yahoo.com,1.5
ORD-000497,PRD-0033,Wireless Headset,Food & Beverage,Andean Freight Co.,271.0,2331.33,631790.43,USD$,2023-04-17,2023-05-28,Peru,Lima/Peru/15001,In transit,Credit Card,WH-LIM-04,22.0,10.2,carlos.r@yahoo.com,4.6
ORD-000498,PRD-0033,LED Strip 5m,Personal Care,Logistics Pro S.A.,259.0,754.59,,BRL,2024-03-28,2024-04-19,Chile,"Chile, Santiago, 8320000",Pending,Cash,WH-LIM-04,28.0,22.4,ana.m@company.co,3.5
ORD-000499,PRD-0025,LED Strip 5m,Apparel,Unknown,100.0,351497.7,35149770.0,BRL,2022-06-13,2022-06-27,Mexico,Monterrey,Returned,Cash,WH-SCL-05,8.0,29.2,ana.m@yahoo.com,4.8
ORD-000500,PRD-0004,Bluetooth Speaker,Industrial,Global Cargo Ltda,384.0,1723.47,661812.48,MXN,2024-12-31,2025-01-11,Chile,Santiago,Pending,PayPal,WH-LIM-04,28.0,19.8,,4.3
ORD-000501,PRD-0015,Industrial Drill,Food & Beverage,Pacific Trade SAS,276.0,1716.15,473657.4,BRL,2022-11-17,2022-11-25,Colombia,Cali,In Transit,PayPal,WH-CAL-03,8.0,24.0,carlos.r@yahoo.com,4.3
ORD-000502,PRD-0003,Office Chair Ergonomic,Apparel,FastShip Colombia,396.0,1385.48,548650.08,MXN,2024-11-06,,Colombia,Bogotá,Delivered,Cash,WH-MED-02,26.0,4.2,ana.m@gmail.com,1.2
ORD-000503,PRD-0018,Mechanical Keyboard,Industrial,FastShip Colombia,33.0,2053.42,67762.86,COP,2024-10-23,2024-10-29,Mexico,Ciudad de México,Pending,Credit Card,WH-LIM-04,24.0,10.7,,3.0
ORD-000504,PRD-0043,Bluetooth Speaker,Electronics,Logistics Pro S.A.,158.0,255.27,40332.66,COP,2024-11-30,2025-01-03,Chile,Valparaíso,Pending,Credit Card,WH-CAL-03,14.0,39.4,ana.m@gmail.com,4.8
ORD-000505,PRD-0018,Bluetooth Speaker,Industriall,Global Cargo Ltda,64.0,2374.62,151975.68,COP,2023-08-13,2023-09-25,Brasil,Rio de Janeiro,Pending,Cash,WH-CAL-03,41.0,21.4,maria.g@outlook.com,4.9
ORD-000506,PRD_0045,Mechanical Keyboard,Personal Care,Pacific Trade SAS,466.0,298.31,139012.46,COP,2023-09-11,2023-10-11,Peru,Arequipa,Cancelled,PayPal,WH-MED-02,23.0,39.8,john.d@outlook.com,1.1
ORD-000507,PRD-0002,Office Chair Ergonomic,Electronics,Logistics Pro S.A.,18.0,2360.68,42492.24,BRL,2022-11-16,2022-12-24,Chile,Concepción,In Transit,Bank Transfer,WH-MED-02,23.0,1.8,luis.p@yahoo.com,4.2
ORD-000508,PRD-0040,Laptop Pro 15,Food & Beverage,Pacific Trade SAS,246.0,1922.72,472989.12,MXN,2024-01-12,2025-01-20,Colombia,Cali,Cancelled,Bank Transfer,WH-MED-02,43.0,18.8,carlos.r@yahoo.com,2.7
ORD-000509,PRD-0009,LED Strip 5m,Electronics,Global Cargo Ltda,251.0,371.13,93153.63,MXN,2024-03-18,2024-04-16,Brasil,Rio de Janeiro,Pending,Credit Card,WH-SCL-05,45.0,36.9,sofia.v@outlook.com,3.6
ORD-000510,PRD-0029,Mechanical Keyboard,Food & Beverage,Global Cargo Ltda,339.0,2437.07,826166.73,BRL,2022-12-13,2022-12-14,Chile,Valparaíso,Cancelled,Credit Card,WH-LIM-04,16.0,29.6,sofia.v@company.co,4.8
ORD-000511,prd-0012,Solar Panel 250W,Food & Beverage,Pacific Trade SAS,433.0,1538.82,666309.06,USD,2024-01-04,2024-03-09,Chile,Valparaíso,Returned,PayPal,WH-MED-02,8.0,27.3,john.d@gmail.com,2.6
ORD-000512,PRD-0012,Office Chair Ergonomic,Apparel,FastShip Colombia,72.0,1893.04,136298.88,MXN,2023-07-20,2023-09-12,Mexico,Guadalajara,Pending,Credit Card,WH-469,21.0,13.5,sofia.v@outlook.com,2.2
ORD-000513,PRD-0010,Solar Panel 250W,Personal Care,Andean Freight Co.,259.0,254.42,,USD,2024-09-22,2024-10-15,Peru,Cusco,Cancelled,Unknown,WH-SCL-05,41.0,9.6,luis.p@company.co,3.7
ORD-000514,PROD-001,Safety Gloves L,Personal Care,FastShip Colombia,117.0,1872.3,219059.1,BRL,2023-06-25,2023-08-14,Chile,Concepción,Cancelled,Bank Transfer,WH-CAL-03,19.0,23.8,john.d@outlook.com,1.4
ORD-000515,PRD-0031,Running Shoes M,Food & Beverage,Pacific Trade SAS,108.0,1702.35,183853.8,MXN,2024-02-18,2024-03-16,Peru,Cusco,Cancelled,Bank Transfer,WH-LIM-04,29.0,17.6,sofia.v@yahoo.com,2.5
ORD-000516,PRD-0048,Protein Powder 2kg,Industrial,Logistics Pro S.A.,17.0,423.97,7207.49,COP,2022-04-17,2022-05-25,Brasil,Rio de Janeiro,Cancelled,Cash,WH-BOG-01,9.0,35.2,john.d@gmail.com,4.3
ORD-000513,PRD-0017,Coffee Maker 12cup,Personal Care,FastShip Colombia,267.0,2407.9,642909.3,USD,2023-10-26,2023-12-14,Brasil,São Paulo,Cancelled,PayPal,WH-MED-02,9.0,3.0,carlos.r@outlook.com,4.8
ORD-000517,PRD-0035,Protein Powder 2kg,Personal Care,Logistics Pro S.A.,210.0,1668.0,350280.0,BRL,2022-01-18,2022-02-22,Colombia,Bogotá,In Transit,Cash,WH-BOG-01,42.0,35.5,john.d@gmail.com,3.6
ORD-000518,PROD-001,Running Shoes M,Electronics,Andean Freight Co.,27.0,1338.71,36145.17,COP,2023-02-18,,Mexico,Monterrey,Delivered,Credit Card,WH-SCL-05,32.0,21.3,sofia.v@company.co,3.0
ORD-000519,PRD-0032,Bluetooth Speaker,Electronics,Pacific Trade SAS,370.0,2423.98,896872.6,USD$,2023-02-09,2023-03-14,Colombia,Cali,Delivered,Bank Transfer,WH-BOG-01,2.0,33.2,carlos.r@outlook.com,4.3
ORD-000520,PRD-0009,Industrial Drill,Electronics,Andean Freight Co.,405.0,746.18,302202.9,MXN,2023-09-16,2023-10-18,Peru,Lima,Pending,Credit Card,WH-SCL-05,18.0,25.6,ana.m@gmail.com,1.0
ORD-000521,PRD-0031,Safety Gloves L,Industrial,FastShip Colombia,212.0,215.9,45770.8,USD,2022-07-25,2022-10-08,Colombia,Bogotá,Delivered,Cash,WH-BOG-01,34.0,31.9,luis.p@outlook.com,3.2
ORD-000522,PRD-0049,LED Strip 5m,Industrial,Logistics Pro S.A.,86.0,1165.11,100199.46,USD,2022-03-29,2022-05-05,Colombia,Cali,PENDING,PayPal,WH-CAL-03,32.0,13.0,sofia.v@outlook.com,3.0
ORD-000523,PRD-0004,Mechanical Keyboard,Food & Beverage,FastShip Colombia,142.0,1476.96,209728.32,MXN,2022-12-24,2023-01-08,Mexico,Monterrey,Delivered,Bank Transfer,WH-MED-02,28.0,6.1,carlos.r@outlook.com,2.0
ORD-000524,PRD-0005,Running Shoes M,Electronics,Logistics Pro S.A.,412.0,1747.17,719834.04,MXN,2023-11-30,2024-01-07,Brasil,São Paulo,Delivered,Credit Card,WH-CAL-03,15.0,38.4,luis.p@company.co,2.3
ORD-000525,PRD-0026,Running Shoes M,Apparel,Logistics Pro S.A.,437.0,914.89,399806.93,MXN,2022-09-27,,Peru,Arequipa,In transit,PayPal,WH-LIM-04,5.0,27.7,luis.p@gmail.com,1.3
ORD-000526,PRD-0047,Office Chair Ergonomic,Industrial,Pacific Trade SAS,459.0,1389.38,637725.42,BRL,2023-12-23,2024-01-15,Colombia,Cali,Returnned,PayPal,WH-MED-02,3.0,20.4,carlos.r@gmail.com,1.6
ORD-000527,PRD-0027,Coffee Maker 12cup,Electronics,Andean Freight Co.,322.0,869.97,280130.34,BRL,2024-08-03,2024-09-03,Colombia,Medellín,Cancelled,Cash,WH-BOG-01,3.0,14.6,maria.g@gmail.com,1.8
ORD-000528,PRD-9999,Wireless Headset,Food & Beverage,Andean Freight Co.,51.0,1481.8,75571.8,MXN,2023-08-03,2023-08-04,Brasil,São Paulo,Pending,Credit Card,WH-CAL-03,3.0,22.0,ana.m@company.co,2.5
ORD-000529,PROD-001,Safety Gloves L,Electronics,Global Cargo Ltda,252.0,2479.02,624713.04,MXN,2023-07-10,2023-08-12,Mexico,Monterrey,In Transit,PayPal,WH-BOG-01,-8.0,35.9,sofia.v@company.co,1.7
ORD-000530,PRD-0037,Mechanical Keyboard,Apparel,Logistics Pro S.A.,411.0,1222.05,502262.55,BRL,2022-03-10,2022-03-23,Brasil,"Calle 627, Rio de Janeiro (Brasil) 01310-100",Pending,Bank Transfer,WH-262,36.0,33.5,ana.m@yahoo.com,4.8
ORD-000531,PRD-0035,Laptop Pro 15,Personal Care,Logistics Pro S.A.,259.0,1970.95,,USD,2022-07-28,,Brasil,Rio de Janeiro,In Transit,PayPal,WH-MED-02,15.0,7.9,luis.p@gmail.com,1.3
ORD-000532,PRD-0041,Office Chair Ergonomic,Unknown,Global Cargo Ltda,463.0,1260.8,583750.4,COP,2022-08-03,2022-09-21,Brasil,São Paulo,Cancelled,Credit Card,WH-MED-02,29.0,23.2,carlos.r@yahoo.com,4.0
ORD-000533,PRD-0012,LED Strip 5m,Unknown,Andean Freight Co.,331.0,994.46,329166.26,USD,2022-02-24,2022-04-07,Peru,Lima,Cancelled,Credit Card,WH-SCL-05,36.0,23.4,john.d@gmail.com,4.2
ORD-000524,PRD-0030,Protein Powder 2kg,Industriall,FastShip Colombia,415.0,1321.87,548576.05,BRL,2022-08-07,2022-09-30,Brasil,São Paulo,Pending,Cash,WH-LIM-04,43.0,22.6,john.d@outlook.com,2.9
ORD-000534,PRD-0047,Safety Gloves L,Electronics,Pacific Trade SAS,369.0,1196.67,441571.23,BRL,2023-03-20,2023-08-05,Mexico,Guadalajara,In Transit,Cash,WH-CAL-03,40.0,32.5,john.d@gmail.com,1.8
ORD-000535,PRD-0039,Running Shoes M,Electroniics,Logistics Pro S.A.,61.0,66.12,4033.32,COP,2024-01-30,2024-02-25,Chile,Valparaíso,PENDING,Cash,Unknown,16.0,27.8,ana.m@company.co,2.3
ORD-000536,PRD-0004,Industrial Drill,Electronics,Fast Ship Colombia,395.0,189.13,74706.35,COP,2023-06-13,2023-07-31,Chile,Chile | Santiago | 8320000,delivered,Bank Transfer,WH-CAL-03,37.0,27.5,luis.p@company.co,1.3
ORD-000537,PRD-0008,Protein Powder 2kg,Apparel,Global Cargo Ltda,37.0,353.57,13082.09,BRL,2023-12-08,,Mexico,Ciudad de México,Delivered,PayPal,WH-MED-02,38.0,17.4,,1.6
ORD-000538,PRD-0041,Running Shoes M,Personal Care,Pacific Trade SAS,96.0,646.87,62099.52,COP,2024-05-29,2024-06-26,Colombia,"Bogotá, Colombia - CP 110111",Returned,Unknown,WH-CAL-03,44.0,30.8,maria.g@company.co,4.7
ORD-000539,PRD-0002,Mechanical Keyboard,Industrial,Andean Freight Co.,259.0,1991.78,,MXN,2023-12-07,2024-01-08,Peru,Cusco,Cancelled,Cash,WH-MED-02,44.0,27.0,ana.m@gmail.com,2.4
ORD-000540,PRD-0028,Office Chair Ergonomic,Apparel,Logistics Pro S.A.,486.0,1572.56,764264.16,BRL,2023-04-03,2023-04-14,Peru,Cusco,Cancelled,PayPal,WH-CAL-03,1.0,20.4,luis.p@outlook.com,1.3
ORD-000541,PRD-0040,Mechanical Keyboard,Food & Beverage,LOGISTICS PRO S.A.,10.0,291.48,2914.8,MXN,2022-09-21,2022-10-05,Colombia,Bogotá,In Transit,Bank Transfer,WH-BOG-01,18.0,25.6,maria.g@gmail.com,4.8
ORD-000541,PRD-0027,Mechanical Keyboard,Industrial,Andean Freight Co.,131.0,52.06,6819.86,BRL,2022-01-09,,Brasil,São Paulo,Cancelled,Bank Transfer,WH-MED-02,19.0,12.7,,4.3
ORD-000542,PRD-0045,Safety Gloves L,Personal Care,Pacific Trade SAS,180.0,2127.83,383009.4,COP,2023-11-28,2024-01-06,Colombia,Colombia | Medellín | 110111,Cancelled,PayPal,WH-SCL-05,6.0,23.5,,4.6
ORD-000543,PRD-0038,Protein Powder 2kg,Food & Beverage,Pacific Trade SAS,355.0,2198.81,36822.87,BRL,2024-06-26,2024-08-04,Mexico,Monterrey,Pending,PayPal,WH-CAL-03,7.0,22.0,luis.p@company.co,4.5
ORD-000544,PRD-0012,Office Chair Ergonomic,Personal Care,Pacific Trade SAS,344.0,1545.48,531645.12,BRL,2023-07-30,2023-08-07,Chile,Concepción,Returned,Credit Card,WH-LIM-04,15.0,29.9,maria.g@outlook.com,3.5
ORD-000545,PRD-0035,Coffee Maker 12cup,Apparel,Logisticss Pro S.A.,146.0,2356.88,344104.48,MXN,2023-10-03,2023-11-15,Brasil,São Paulo/Brasil/01310-100,Cancelled,Cash,WH-LIM-04,7.0,32.0,sofia.v@yahoo.com,3.5
ORD-000546,PRD-0030,Bluetooth Speaker,Personal Care,FastShip Colombia,283.0,2060.41,583096.03,BRL,2023-03-08,2023-04-20,Peru,Arequipa,In Transit,Credit Card,Unknown,38.0,28.6,maria.g@yahoo.com,4.8
ORD-000547,PRD-0047,Wireless Headset,Industrial,FastShip Colombia,320.0,474.99,151996.8,BRL,2024-09-24,2024-11-03,Chile,Valparaíso,Cancelled,Credit Card,WH-BOG-01,5.0,10.6,john.d@company.co,3.2
ORD-000548,PRD-0006,LED Strip 5m,Electronics,Andean Freight Co.,465.0,1582.64,735927.6,BRL,2023-12-24,,Brasil,Rio de Janeiro,Cancelled,Cash,WH-LIM-04,44.0,9.3,maria.g@gmail.com,3.1
ORD-000549,PRD-0026,Bluetooth Speaker,Apparel,Pacific Trade SAS,228.0,264.94,60406.32,BRL,2022-02-18,2022-03-12,Mexico,Mexico | Ciudad de México | 06600,Cancelled,PayPal,WH-LIM-04,42.0,27.5,carlos.r@yahoo.com,1.6
ORD-000545,PRD-0031,Office Chair Ergonomic,Electronics,FastShip Colombia,233.0,813.76,189606.08,BRL,2022-12-08,2022-12-12,Mexico,Monterrey,Delivered,Bank Transfer,WH-BOG-01,27.0,5.5,carlos.r@company.co,4.5
ORD-000550,PRD-0045,LED Strip 5m,Food & Beverage,Andean Freight Co.,8.0,685.1,5480.8,USD,2024-06-07,2024-07-10,Peru,Lima,Returned,Bank Transfer,WH-LIM-04,42.0,17.5,,3.1
ORD-000551,PRD-0042,Running Shoes M,Personal Care,FastShip Colombia,390.0,905.6,353184.0,MXN,2022-06-20,2022-06-26,Colombia,Cali,Returned,Credit Card,WH-LIM-04,24.0,26.0,john.d@gmail.com,3.3
ORD-000552,PRD-0029,Mechanical Keyboard,Electronics,Logistics Pro S.A.,98641.0,1843.59,8831.35,COP,2023-12-14,2023-12-25,Mexico,Monterrey,In Transit,PayPal,WH-SCL-05,44.0,37.5,ana.m@outlook.com,2.2
ORD-000553,PRD-0010,Running Shoes M,Food & Beverage,Global Cargo Ltda,226.0,2127.71,480862.46,COP,2023-05-04,2023-06-13,Peru,Arequipa,Returned,Credit Card,WH-BOG-01,32.0,18.3,john.d@outlook.com,2.1
ORD-000554,PRD-9999,Safety Gloves L,Apparel,Global Cargo Ltda,286.0,612.5,175175.0,USD,2022-07-19,2022-07-23,Brasil,São Paulo,Cancelled,Cash,WH-BOG-01,27.0,2.1,maria.g@outlook.com,3.0
ORD-000555,PRD-0010,LED Strip 5m,Industrial,Global Cargo Ltda,265.0,1372.41,363688.65,USD,2023-01-08,2023-09-09,Brasil,Rio de Janeiro,In transit,PayPal,WH-SCL-05,12.0,18.3,john.d@outlook.com,2.7
ORD-000556,PRD-0040,Solar Panel 250W,Personal Care,Global Cargo Ltda,151.0,1323.045,,COP,2023-03-13,2023-03-14,Chile,Concepción,Delivered,Bank Transfer,WH-SCL-05,18.0,31.5,sofia.v@outlook.com,2.4
ORD-000557,PRD-0046,Wireless Headset,Industrial,fastship colombia,162.0,1767.85,286391.7,COP,2023-05-24,2023-07-07,Peru,Peru | Arequipa | 15001,Pending,Credit Card,WH-BOG-01,32.0,36.2,ana.m@company.co,3.5
ORD-000558,PRD-0025,Safety Gloves L,Electronics,Unknown,174.0,1310.66,228054.84,USD,2023-10-10,,Chile,Valparaíso,In Transit,Cash,WH-MED-02,15.0,24.7,carlos.r@yahoo.com,3.0
ORD-000559,PRD-0034,Running Shoes M,Industrial,Pacific Trade SAS,237.0,378.11,89612.07,BRL,2023-09-04,,Peru,Cusco,Pending,Cash,WH-LIM-04,9.0,18.1,carlos.r@outlook.com,3.3
ORD-000560,PRD-0050,Protein Powder 2kg,Apparel,Andean Freight Co.,259.0,2427.54,,MXN,2023-08-18,,Mexico,Guadalajara,Delivered,Credit Card,WH-SCL-05,38.0,11.4,luis.p@company.co,3.4
ORD-000561,PRD-0033,LED Strip 5m,Industrial,FastShip Colombia,309.0,1097.07,42450.9,COP,2023-06-21,2023-07-29,Mexico,Ciudad de México,Returned,Bank Transfer,WH-BOG-01,37.0,9.7,ana.m@yahoo.com,3.5
ORD-000562,PRD-0050,Office Chair Ergonomic,Food & Beverage,Global Cargo Ltda,326.0,1154.71,376435.46,MXN,2024-06-02,2024-07-17,Brasil,Rio de Janeiro,Returned,Cash,WH-449,45.0,28.4,luis.p@outlook.com,1.3
ORD-000563,PRD-0011,Mechanical Keyboard,Food & Beverage,Andean Freight Co.,397.0,2184.8,867365.6,USD,2023-06-09,2023-09-25,Brasil,Brasil | São Paulo | 01310-100,Returned,PayPal,WH-SCL-05,13.0,34.3,maria.g@outlook.com,1.7
ORD-000564,PRD-0015,Coffee Maker 12cup,Unknown,Logistics Pro S.A.,85.0,157.52,46253.72,MXN,2022-07-01,2022-07-17,Brasil,São Paulo,Delivered,Cash,WH-MED-02,24.0,24.0,maria.g@company.co,2.0
ORD-000565,PRD-0008,Wireless Headset,Apparel,Logistics Pro S.A.,317.0,1613.59,511508.03,BRL,2023-09-11,2023-09-19,Chile,Santiago,In Transit,PayPal,WH-MED-02,15.0,25.0,sofia.v@gmail.com,1.9
ORD-000566,PRD-0040,Office Chair Ergonomic,Electronics,Logistics Pro S.A.,128.0,1077.49,137918.72,BRL,2024-03-11,2024-04-12,Mexico,Monterrey,Cancelled,Bank Transfer,WH-MED-02,33.0,38.9,carlos.r@outlook.com,4.4
ORD-000560,PRD-0037,Bluetooth Speaker,Industrial,Unknown,306.0,1513.47,463121.82,COP,2023-03-23,2023-04-24,Brasil,São Paulo,Delivered,Credit Card,WH-MED-02,2.0,35.6,sofia.v@yahoo.com,2.3
ORD-000567,PRD-0032,Wireless Headset,Personal Care,Global Cargo Ltda,446.0,1442.39,643305.94,Dollars,2023-09-29,2023-11-17,Peru,Lima,Cancelled,Bank Transfer,WH-BOG-01,27.0,12.4,luis.p@company.co,2.6
ORD-000568,PRD-0003,Running Shoes M,Apparel,Logistics Pro S.A.,57.0,927.83,52886.31,MXN,2023-03-15,2023-03-20,Peru,"Arequipa, Peru - CP 15001",Delivered,Bank Transfer,WH-CAL-03,18.0,10.3,maria.g@company.co,4.1
ORD-000569,PRD-0029,Office Chair Ergonomic,Food & Beverage,Global Cargo Ltda,5.0,177609.63,888048.15,COP,2022-11-08,2022-11-23,Chile,Valparaíso,Cancelled,Bank Transfer,WH-SCL-05,4.0,27.2,luis.p@yahoo.com,1.3
ORD-000570,PRD-0003,Solar Panel 250W,Food & Beverage,Logistics Pro S.A.,97.0,89.65,8696.05,BRL,2023-09-11,2024-01-05,Brasil,Brasília,Returned,PayPal,WH-BOG-01,31.0,14.1,maria.g@gmail.com,4.0
ORD-000571,PRD-0005,LED Strip 5m,Personal Care,Global Cargo Ltda,365.0,699.85,255445.25,USD,2022-04-05,2022-05-05,Mexico,Monterrey,Cancelled,Credit Card,WH-CAL-03,37.0,28.0,sofia.v@yahoo.com,5.0
ORD-000572,PRD-0041,Safety Gloves L,Food & Beverage,Pacific Trade SAS,213.0,2376.71,506239.23,MXN,2024-11-26,2025-01-12,Peru,Cusco,Pending,Credit Card,WH-BOG-01,20.0,15.3,luis.p@yahoo.com,2.2
ORD-000573,PRD-0032,Safety Gloves L,Personal Care,FastShip Colombia,287.0,16.81,4824.47,USD,2022-10-29,2022-12-28,Colombia,Cali,Returned,Bank Transfer,WH-SCL-05,26.0,20.4,sofia.v@yahoo.com,5.0
ORD-000574,PRD-0026,LED Strip 5m,Electronics,Andean Freight Co.,229.0,156.62,35865.98,BRL,2024-06-09,2024-06-24,Peru,Cusco,Returnned,Cash,WH-LIM-04,29.0,7.0,ana.m@outlook.com,2.3
ORD-000575,PRD-0024,LED Strip 5m,Personal Care,Global Cargo Ltda,15288.0,377.17,5766174.96,BRL,2023-04-08,2023-05-26,Brasil,Rio de Janeiro,Delivered,Credit Card,WH-CAL-03,25.0,20.6,ana.m@company.co,3.8
ORD-000576,PRD-0037,Bluetooth Speaker,APPAREL,FastShip Colombia,100.0,648.39,64839.0,BRL,2022-11-23,2022-12-08,Mexico,Ciudad de México,In Transit,Bank Transfer,WH-BOG-01,-1.0,10.0,ana.m@gmail.com,1.8
ORD-000577,PRD-0033,Safety Gloves L,Electronics,Pacific Trade SAS,259.0,1778.61,,USD,2024-09-04,2024-09-29,Peru,Cusco,In Transit,PayPal,WH-MED-02,28.0,28.5,sofia.v@company.co,3.9
ORD-000578,PRD-0014,LED Strip 5m,Personal Care,Andean Freight Co.,109.0,241.03,26272.27,BRL,2023-09-12,2024-01-22,Colombia,Bogotá/Colombia/110111,Returned,Credit Card,WH-CAL-03,20.0,21.3,john.d@gmail.com,3.0
ORD-000579,PRD-0031,Running Shoes M,Industrial,Global Cargo Ltda,132.0,506.65,66877.8,MXN,2024-04-29,2024-06-10,Colombia,Cali,In Transit,Credit Card,WH-248,14.0,27.3,ana.m@company.co,4.8
ORD-000580,PRD-0029,Coffee Maker 12cup,Industrial,Fast Ship Colombia,259.0,1819.51,,COP,2022-11-12,2022-12-31,Chile,Santiago,Returned,Cash,WH-BOG-01,2.0,36.7,sofia.v@outlook.com,3.0
ORD-000581,PRD-0016,Mechanical Keyboard,Food & Beverage,FastShip Colombia,452.0,1780.29,804691.08,USD,2023-11-11,2023-11-17,Peru,Arequipa,Returned,Bank Transfer,WH-CAL-03,26.0,20.1,carlos.r@yahoo.com,3.4
ORD-000582,PRD-0039,LED Strip 5m,Apparel,Pacific Trade SAS,183.0,163.43,29907.69,MXN,2023-09-28,2023-10-26,Chile,Santiago,Pending,Credit Card,WH-LIM-04,22.0,29.1,john.d@outlook.com,4.7
ORD-000583,PRD-0041,Laptop Pro 15,Personal Care,Global Cargo Ltda,1.0,1874.27,1874.27,USD$,2024-09-13,2024-09-20,Mexico,Guadalajara,Returned,Cash,WH-BOG-01,38.0,25.0,john.d@outlook.com,4.2
ORD-000584,PRD-0027,Solar Panel 250W,Industrial,Logisticss Pro S.A.,76.0,2089.77,158822.52,MXN,2022-02-05,2022-02-12,Colombia,Cali,Delivered,Cash,WH-MED-02,17.0,39.7,carlos.r@company.co,1.6
ORD-000585,PRD-0025,Running Shoes M,Apparel,FastShip Colombia,304.0,798.41,242716.64,USD,2024-06-02,2024-07-07,Mexico,Monterrey,Returned,Bank Transfer,WH-CAL-03,32.0,2.4,john.d@outlook.com,3.8
ORD-000586,PRD-0002,Bluetooth Speaker,Industrial,Global Cargo Ltda,26.0,1323.045,,MXN,2022-07-31,2022-09-19,Brasil,Rio de Janeiro,Delivered,PayPal,WH-SCL-05,37.0,35.0,,2.8
ORD-000587,PRD-0036,Safety Gloves L,Food & Beverage,Global Cargo Ltda,317.0,2325.13,737066.21,BRL,2023-02-01,2023-02-20,Brasil,Rio de Janeiro,Pending,Credit Card,WH-CAL-03,41.0,11.7,john.d@gmail.com,1.5
ORD-000588,PRD-0006,Office Chair Ergonomic,Personal Care,Unknown,414.0,1580.16,654186.24,USD,2022-09-13,,Peru,Arequipa,Deliverd,PayPal,WH-MED-02,13.0,29.7,,2.2
ORD-000589,PRD-0012,Office Chair Ergonomic,Apparel,LOGISTICS PRO S.A.,393.0,931.81,366201.33,COP,2023-08-14,2023-08-23,Colombia,Colombia | Bogotá | 110111,Pending,Bank Transfer,WH-CAL-03,5.0,36.1,maria.g@outlook.com,4.4
ORD-000590,PRD-0038,Solar Panel 250W,Apparel,Fast Ship Colombia,112.0,2253.5,252392.0,USD,2022-03-29,2022-04-08,Peru,Arequipa,Cancelled,Cash,WH-CAL-03,9.0,12.0,maria.g@company.co,4.0
ORD-000591,PRD-0021,Office Chair Ergonomic,Personal Care,Global Cargo Ltda,377.0,22.75,8576.75,BRL,2024-02-17,2024-03-23,Chile,Valparaíso,Returned,Bank Transfer,WH-MED-02,14.0,14.4,sofia.v@yahoo.com,2.9
